genome	test_name	ref_filename	assembly_filename	ref_length	assembly_length	overall_errors	overall_identity	overall_qscore	substitutions	insertions	deletions	repeat_errors	repeat_identity	repeat_qscore	non_repeat_errors	non_repeat_identity	non_repeat_qscore	repeat_percentage	repeat_error_balance	homopolymer_errors	non_homopolymer_errors	lowest_100_bp_identity	lowest_1000_bp_identity	prodigal_count	total_prodigal_length	mean_prodigal_length	total_mapq	total_alignment_score	ale_score	ale_place_avg	ale_insert_avg	ale_kmer_avg	ale_depth_score_avg
NC_011750.1	reference	reference_genomes/NC_011750.1.fasta	reference_genomes/NC_011750.1.fasta	5132068	5132068	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	7.23%		0	0	100%	100.0%	4863	1508934	310.289	197461848	504040701	-3790164.527137	-2.024581	-0.281617	-0.058332	0.088537
NC_011751.1	reference	reference_genomes/NC_011751.1.fasta	reference_genomes/NC_011751.1.fasta	5202090	5202090	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.62%		0	0	100%	100.0%	4825	1527639	316.609	205442090	510916874	-3825264.006042	-2.020778	-0.281726	-0.059382	0.091551
NC_012587.1	reference	reference_genomes/NC_012587.1.fasta	reference_genomes/NC_012587.1.fasta	3925702	3925702	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.38%		0	0	100%	100.0%	3626	1137259	313.640	154376375	385560203	-3473466.049012	-2.026772	-0.281806	-0.204714	0.089437
NC_012926.1	reference	reference_genomes/NC_012926.1.fasta	reference_genomes/NC_012926.1.fasta	2146229	2146229	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	8.62%		0	0	100%	100.0%	2037	627087	307.848	83299856	210781755	-1705212.936909	-2.052354	-0.283780	-0.101459	0.085649
NC_013172.1	reference	reference_genomes/NC_013172.1.fasta	reference_genomes/NC_013172.1.fasta	3614992	3614992	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.37%		0	0	100%	100.0%	3122	1084470	347.364	143568114	355042223	-3369787.929970	-2.028578	-0.282527	-0.252798	0.090994
NC_013522.1	reference	reference_genomes/NC_013522.1.fasta	reference_genomes/NC_013522.1.fasta	1848474	1848474	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.40%		0	0	100%	100.0%	1763	573295	325.182	73212494	181543076	-1647317.390084	-2.042781	-0.284045	-0.205480	0.089908
NC_013853.1	reference	reference_genomes/NC_013853.1.fasta	reference_genomes/NC_013853.1.fasta	2146611	2146611	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	8.67%		0	0	100%	100.0%	2050	627474	306.085	82152008	210823855	-1712000.775889	-2.039101	-0.283537	-0.115947	0.092621
NC_014121.1	reference	reference_genomes/NC_014121.1.fasta	reference_genomes/NC_014121.1.fasta	5314581	5314581	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.11%		0	0	100%	100.0%	5108	1580439	309.405	208153063	521968868	-4012644.684469	-2.021722	-0.281729	-0.077967	0.090757
NC_014318.1	reference	reference_genomes/NC_014318.1.fasta	reference_genomes/NC_014318.1.fasta	10236715	10236715	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.17%		0	0	100%	100.0%	9513	3092331	325.064	407609779	1005405380	-9870659.388982	-2.013759	-0.281310	-0.290194	0.090981
NC_014638.1	reference	reference_genomes/NC_014638.1.fasta	reference_genomes/NC_014638.1.fasta	2214656	2214656	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.72%		0	0	100%	100.0%	1830	630598	344.589	87937749	217511492	-1880644.972356	-2.047495	-0.283993	-0.162540	0.090518
NC_014644.1	reference	reference_genomes/NC_014644.1.fasta	reference_genomes/NC_014644.1.fasta	1667350	1667350	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.15%		0	0	100%	100.0%	1299	482915	371.759	66252103	163756747	-1317817.372878	-2.047506	-0.284247	-0.100374	0.087254
NC_014923.1	reference	reference_genomes/NC_014923.1.fasta	reference_genomes/NC_014923.1.fasta	6264489	6264489	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.27%		0	0	100%	100.0%	5990	1834603	306.278	249955834	615265583	-5497722.919729	-2.015539	-0.281551	-0.200019	0.088114
NC_015663.1	reference	reference_genomes/NC_015663.1.fasta	reference_genomes/NC_015663.1.fasta	5280350	5280350	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.15%		0	0	100%	100.0%	4876	1550463	317.978	209313130	518605529	-4118852.878617	-2.012591	-0.281285	-0.105882	0.090472
NC_016603.1	reference	reference_genomes/NC_016603.1.fasta	reference_genomes/NC_016603.1.fasta	3862530	3862530	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.06%		0	0	100%	100.0%	3581	1134012	316.675	154093400	379359131	-3177123.099736	-2.014709	-0.282534	-0.144374	0.087571
NC_016845.1	reference	reference_genomes/NC_016845.1.fasta	reference_genomes/NC_016845.1.fasta	5333942	5333942	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.82%		0	0	100%	100.0%	5054	1564965	309.649	210565742	523878017	-4315511.312983	-2.016916	-0.281529	-0.132015	0.089097
NC_017384.1	reference	reference_genomes/NC_017384.1.fasta	reference_genomes/NC_017384.1.fasta	2766400	2766400	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.69%		0	0	100%	100.0%	2713	847792	312.492	109610635	271700277	-2436264.502022	-2.030842	-0.283424	-0.200970	0.091727
NC_017634.1	reference	reference_genomes/NC_017634.1.fasta	reference_genomes/NC_017634.1.fasta	4747819	4747819	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.22%		0	0	100%	100.0%	4389	1398880	318.724	188173065	466306740	-3506913.767338	-2.023177	-0.281644	-0.059711	0.089347
NC_017960.1	reference	reference_genomes/NC_017960.1.fasta	reference_genomes/NC_017960.1.fasta	2698137	2698137	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	6.84%		0	0	100%	100.0%	2583	766193	296.629	104340114	264996178	-2291332.908010	-2.033832	-0.282877	-0.168413	0.091418
NC_018828.1	reference	reference_genomes/NC_018828.1.fasta	reference_genomes/NC_018828.1.fasta	4887379	4887379	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.07%		0	0	100%	100.0%	4691	1475505	314.540	191897406	480013473	-4837527.883825	-2.020488	-0.281483	-0.311656	0.089179
NC_000117.1	unpolished	reference_genomes/NC_000117.1.fasta	unpolished_genomes/NC_000117.1.fasta	1042519	1041480	1462	99.859788032%	28.53	47	188	1227	13	99.894179894%	29.75	1449	99.859378002%	28.52	1.18%	0.42939	1231	231	95%	99.1%	1394	298292	213.983	41310111	101412103	-2159062.772461	-5.843946	-0.284603	-0.111133	0.082940
NC_000853.1	unpolished	reference_genomes/NC_000853.1.fasta	unpolished_genomes/NC_000853.1.fasta	1860725	1859616	1848	99.900700683%	30.03	109	315	1424	28	99.920398010%	30.99	1820	99.900321218%	30.01	1.89%	0.44401	1440	408	94%	99.2%	2577	578281	224.401	74271542	181513310	-3212335.019620	-4.712230	-0.281140	-0.132684	0.070710
NC_000907.1	unpolished	reference_genomes/NC_000907.1.fasta	unpolished_genomes/NC_000907.1.fasta	1830138	1828567	2245	99.877350955%	29.11	98	288	1859	134	99.837222580%	27.88	2111	99.879240663%	29.18	4.50%	0.57410	1878	367	93%	98.8%	2574	518186	201.315	71545445	178251597	-3740742.737232	-5.299734	-0.281625	-0.177535	-0.006140
NC_000912.1	unpolished	reference_genomes/NC_000912.1.fasta	unpolished_genomes/NC_000912.1.fasta	816394	815833	905	99.889166619%	29.55	50	147	708	174	99.812214680%	27.26	731	99.899016691%	29.96	11.35%	0.65030	737	168	94%	99.0%	1561	207107	132.676	32491676	79577701	-1518641.801872	-5.056588	-0.287602	-0.155049	0.076200
NC_000913.3	unpolished	reference_genomes/NC_000913.3.fasta	unpolished_genomes/NC_000913.3.fasta	4641652	4639133	4300	99.907376114%	30.33	223	779	3298	251	99.852968743%	28.33	4049	99.909453166%	30.43	3.68%	0.61888	3369	931	93%	98.2%	5544	1324566	238.919	182881727	453076813	-7573726.635426	-4.521454	-0.281790	-0.059725	0.029099
NC_000915.1	unpolished	reference_genomes/NC_000915.1.fasta	unpolished_genomes/NC_000915.1.fasta	1667867	1664576	3916	99.765246536%	26.29	93	266	3557	251	99.742140949%	25.89	3665	99.766678359%	26.32	5.84%	0.52498	3562	354	87%	98.2%	3108	473760	152.432	65041032	161188541	-5258763.999990	-8.295958	-0.284669	-0.244756	-0.048547
NC_000918.1	unpolished	reference_genomes/NC_000918.1.fasta	unpolished_genomes/NC_000918.1.fasta	1551335	1550271	1683	99.891531392%	29.65	87	266	1330	60	99.814195466%	27.31	1623	99.893175121%	29.71	2.08%	0.63495	1331	352	95%	99.0%	2453	470853	191.950	61694744	151230944	-2900775.286869	-4.945166	-0.282833	-0.147381	0.020147
NC_000922.1	unpolished	reference_genomes/NC_000922.1.fasta	unpolished_genomes/NC_000922.1.fasta	1230230	1228991	1685	99.863055337%	28.63	58	194	1433	32	99.797250206%	26.93	1653	99.863910406%	28.66	1.28%	0.59837	1425	260	94%	99.0%	1646	344193	209.109	49039048	119708803	-2534325.917162	-5.733355	-0.284049	-0.115796	0.061492
NC_000962.3	unpolished	reference_genomes/NC_000962.3.fasta	unpolished_genomes/NC_000962.3.fasta	4411532	4409596	3621	99.917933009%	30.86	251	717	2653	148	99.906202071%	30.28	3473	99.918368076%	30.88	3.58%	0.53467	2724	897	94%	99.0%	5223	1292564	247.475	174534238	430892684	-7397447.496939	-4.257998	-0.282070	-0.215434	0.051874
NC_000963.1	unpolished	reference_genomes/NC_000963.1.fasta	unpolished_genomes/NC_000963.1.fasta	1111523	1110389	1580	99.857877499%	28.47	58	194	1328	11	99.804895353%	27.10	1569	99.858147565%	28.48	0.51%	0.57902	1357	223	94%	98.9%	1437	264134	183.809	44430453	108101998	-2537145.863535	-5.867916	-0.284798	-0.315564	0.083631
NC_000964.3	unpolished	reference_genomes/NC_000964.3.fasta	unpolished_genomes/NC_000964.3.fasta	4215606	4211269	5866	99.860871892%	28.57	225	652	4989	123	99.871817585%	28.92	5743	99.860616979%	28.56	2.28%	0.47907	4973	893	93%	98.7%	5973	1193385	199.797	166874422	410056485	-8891135.509110	-5.753749	-0.281444	-0.109714	0.012241
NC_001318.1	unpolished	reference_genomes/NC_001318.1.fasta	unpolished_genomes/NC_001318.1.fasta	910724	908727	2322	99.745075242%	25.94	59	133	2130	5	99.942396313%	32.40	2317	99.743176782%	25.90	0.95%	0.18320	2142	180	94%	98.4%	1597	241192	151.028	36226367	87863497	-3064852.402492	-8.872327	-0.287991	-0.373746	0.061159
NC_002163.1	unpolished	reference_genomes/NC_002163.1.fasta	unpolished_genomes/NC_002163.1.fasta	1641481	1638992	3054	99.813975587%	27.30	87	239	2728	84	99.838994096%	27.93	2970	99.813154431%	27.29	3.18%	0.46286	2745	309	94%	98.8%	2866	470320	164.103	64602984	159152951	-4574705.764642	-6.984484	-0.283771	-0.365172	0.000430
NC_002516.2	unpolished	reference_genomes/NC_002516.2.fasta	unpolished_genomes/NC_002516.2.fasta	6264404	6262613	4306	99.931274406%	31.63	329	1093	2884	166	99.904256546%	30.19	4140	99.932043327%	31.68	2.77%	0.58487	3007	1299	92%	98.8%	6456	1798169	278.527	248540676	612513958	-9869825.046530	-3.876951	-0.281223	-0.241045	0.051505
NC_002528.1	unpolished	reference_genomes/NC_002528.1.fasta	unpolished_genomes/NC_002528.1.fasta	640681	638157	2739	99.572547532%	23.69	31	92	2616	0			2739	99.572547532%	23.69	0.00%		2615	124	93%	98.0%	1226	147537	120.340	25630080	61081749	-3162457.514740	-13.448813	-0.291244	-0.442657	0.085169
NC_002662.1	unpolished	reference_genomes/NC_002662.1.fasta	unpolished_genomes/NC_002662.1.fasta	2365589	2362976	3484	99.852744514%	28.32	137	367	2980	185	99.877219180%	29.11	3299	99.851079840%	28.27	6.37%	0.45190	2986	498	93%	98.9%	3332	650478	195.221	91827600	229990889	-5607682.030147	-5.939142	-0.280342	-0.223485	-0.074218
NC_002677.1	unpolished	reference_genomes/NC_002677.1.fasta	unpolished_genomes/NC_002677.1.fasta	3268203	3267043	2411	99.926240557%	31.32	189	531	1691	129	99.894999023%	29.79	2282	99.927460633%	31.39	3.76%	0.59142	1728	683	92%	98.9%	4594	757306	164.847	128271573	319464377	-5003365.834739	-4.011742	-0.282599	-0.083189	-0.016323
NC_002695.2	unpolished	reference_genomes/NC_002695.2.fasta	unpolished_genomes/NC_002695.2.fasta	5498578	5495157	5622	99.897773008%	29.90	305	948	4369	775	99.856050967%	28.42	4847	99.902300701%	30.10	9.79%	0.59570	4445	1177	94%	98.1%	6918	1554768	224.742	211082602	536392093	-9936049.022054	-4.721699	-0.282198	-0.057415	-0.081731
NC_002696.2	unpolished	reference_genomes/NC_002696.2.fasta	unpolished_genomes/NC_002696.2.fasta	4016947	4014819	3674	99.908552939%	30.39	190	678	2806	283	99.755568799%	26.12	3391	99.913092418%	30.61	2.88%	0.73771	2865	809	91%	98.5%	4375	1151533	263.208	159269779	392111289	-7276140.144590	-4.533564	-0.281610	-0.260057	0.053642
NC_002737.2	unpolished	reference_genomes/NC_002737.2.fasta	unpolished_genomes/NC_002737.2.fasta	1852433	1850736	2382	99.871432273%	28.91	111	287	1984	105	99.867728200%	28.79	2277	99.871598082%	28.91	4.29%	0.50742	1998	384	94%	98.9%	2521	508686	201.779	72507103	180341293	-3857108.356124	-5.455124	-0.281207	-0.137670	-0.032536
NC_002929.2	unpolished	reference_genomes/NC_002929.2.fasta	unpolished_genomes/NC_002929.2.fasta	4086189	4084592	3097	99.924220087%	31.20	208	646	2243	591	99.839311787%	27.94	2506	99.932617056%	31.71	9.00%	0.70455	2315	782	93%	99.0%	4499	1188789	264.234	154286078	399506679	-8315203.187206	-3.977760	-0.282190	-0.308196	-0.306985
NC_002932.3	unpolished	reference_genomes/NC_002932.3.fasta	unpolished_genomes/NC_002932.3.fasta	2154946	2153665	2106	99.902287475%	30.10	113	356	1637	82	99.860501514%	28.55	2024	99.903459065%	30.15	2.73%	0.59100	1657	449	94%	99.0%	2512	611773	243.540	85470320	210261893	-3655809.141016	-4.654158	-0.283434	-0.095163	0.044522
NC_002937.3	unpolished	reference_genomes/NC_002937.3.fasta	unpolished_genomes/NC_002937.3.fasta	3570858	3567137	5040	99.858879385%	28.50	209	555	4276	162	99.870988293%	28.89	4878	99.858438124%	28.49	3.52%	0.47681	4307	733	94%	98.7%	4383	980476	223.700	141417145	347371063	-7618369.385241	-5.854067	-0.282533	-0.133294	0.045249
NC_002939.5	unpolished	reference_genomes/NC_002939.5.fasta	unpolished_genomes/NC_002939.5.fasta	3814128	3808218	7287	99.808976505%	27.19	205	586	6496	99	99.888227790%	29.52	7188	99.807092646%	27.15	2.32%	0.36685	6490	797	94%	98.8%	5689	1077314	189.368	150813390	369708882	-9803902.845246	-7.171358	-0.281643	-0.117083	0.030879
NC_002942.5	unpolished	reference_genomes/NC_002942.5.fasta	unpolished_genomes/NC_002942.5.fasta	3397754	3394006	5005	99.852720348%	28.32	171	543	4291	107	99.853593126%	28.34	4898	99.852701165%	28.32	2.15%	0.49848	4314	691	93%	99.0%	4962	946474	190.744	134689969	330298627	-7472612.643514	-5.988580	-0.279458	-0.156342	0.046301
NC_002946.2	unpolished	reference_genomes/NC_002946.2.fasta	unpolished_genomes/NC_002946.2.fasta	2153922	2152390	2360	99.890450943%	29.60	100	364	1896	412	99.820879689%	27.47	1948	99.898766963%	29.95	10.68%	0.63891	1916	444	94%	98.7%	2721	583049	214.277	82797205	210066368	-4389748.306063	-4.894835	-0.284539	-0.124691	-0.187109
NC_002947.4	unpolished	reference_genomes/NC_002947.4.fasta	unpolished_genomes/NC_002947.4.fasta	6181873	6179306	5005	99.919051153%	30.92	350	1044	3611	207	99.917692201%	30.85	4798	99.919108774%	30.92	4.07%	0.50434	3751	1254	93%	99.0%	6870	1774136	258.244	243106494	603916512	-10078557.771509	-4.214603	-0.281482	-0.149813	0.018120
NC_002967.9	unpolished	reference_genomes/NC_002967.9.fasta	unpolished_genomes/NC_002967.9.fasta	2843201	2838473	5718	99.798917361%	26.97	178	406	5134	272	99.793506070%	26.85	5446	99.799180201%	26.97	4.63%	0.50697	5156	562	92%	98.2%	4552	789823	173.511	112744524	275322825	-7830408.732083	-7.399000	-0.279576	-0.239906	0.045014
NC_002971.4	unpolished	reference_genomes/NC_002971.4.fasta	unpolished_genomes/NC_002971.4.fasta	1995488	1992879	3306	99.834350646%	27.81	109	294	2903	139	99.819908529%	27.45	3167	99.834931635%	27.82	3.87%	0.52176	2911	395	93%	98.9%	3097	558787	180.428	78617923	193752801	-4886432.624950	-6.478103	-0.283018	-0.135998	-0.059300
NC_003030.1	unpolished	reference_genomes/NC_003030.1.fasta	unpolished_genomes/NC_003030.1.fasta	3940880	3936174	6201	99.842674348%	28.03	243	626	5332	149	99.887469885%	29.49	6052	99.841117199%	27.99	3.36%	0.41461	5374	827	94%	98.9%	5938	1055540	177.760	155371953	382852935	-9427466.633932	-6.220686	-0.281327	-0.257059	0.031918
NC_003047.1	unpolished	reference_genomes/NC_003047.1.fasta	unpolished_genomes/NC_003047.1.fasta	3654135	3652762	2773	99.924125784%	31.20	204	598	1971	211	99.846732719%	28.15	2562	99.927155171%	31.38	3.77%	0.67784	2012	761	94%	98.9%	4043	1024692	253.448	143859517	357096472	-6010798.842135	-4.076664	-0.283215	-0.193793	0.002083
NC_003098.1	unpolished	reference_genomes/NC_003098.1.fasta	unpolished_genomes/NC_003098.1.fasta	2038615	2037141	2236	99.890335497%	29.60	100	331	1805	200	99.866316416%	28.74	2036	99.892237444%	29.68	7.34%	0.55368	1801	435	93%	99.0%	2655	563605	212.281	80302166	198724813	-3768480.467942	-4.991638	-0.281116	-0.118065	0.027056
NC_003143.1	unpolished	reference_genomes/NC_003143.1.fasta	unpolished_genomes/NC_003143.1.fasta	4653728	4649255	6260	99.865505401%	28.71	319	734	5207	618	99.823954695%	27.54	5642	99.868894850%	28.82	7.54%	0.57316	5224	1036	91%	96.2%	6040	1251278	207.165	179358132	453075745	-10360215.839862	-5.562974	-0.285525	-0.049124	-0.227836
NC_003197.2	unpolished	reference_genomes/NC_003197.2.fasta	unpolished_genomes/NC_003197.2.fasta	4857450	4854298	5094	99.895148336%	29.79	258	842	3994	281	99.830877750%	27.72	4813	99.897424203%	29.89	3.42%	0.62246	4086	1008	94%	98.2%	6060	1370605	226.172	191891085	473719317	-8667099.939090	-4.815525	-0.281622	-0.077122	-0.008163
NC_003210.1	unpolished	reference_genomes/NC_003210.1.fasta	unpolished_genomes/NC_003210.1.fasta	2944528	2941632	3915	99.867060652%	28.76	171	424	3320	64	99.882893268%	29.31	3851	99.866761282%	28.75	1.86%	0.46778	3316	599	93%	98.8%	4039	839858	207.937	116599652	286539822	-6207425.864017	-5.579686	-0.282264	-0.169131	0.014831
NC_003450.3	unpolished	reference_genomes/NC_003450.3.fasta	unpolished_genomes/NC_003450.3.fasta	3309401	3308117	2559	99.922687397%	31.12	199	538	1822	124	99.895965299%	29.83	2435	99.923685606%	31.17	3.60%	0.57685	1857	702	94%	99.2%	3798	940546	247.642	130312508	323363897	-4985378.889116	-4.123954	-0.282796	-0.048764	0.011254
NC_003454.1	unpolished	reference_genomes/NC_003454.1.fasta	unpolished_genomes/NC_003454.1.fasta	2174500	2170647	4646	99.786374206%	26.70	131	331	4184	221	99.805173052%	27.10	4425	99.785339748%	26.68	5.22%	0.47578	4213	433	92%	98.5%	3563	583003	163.627	84812696	210407839	-6647562.537475	-7.706521	-0.283862	-0.325327	-0.068979
NC_003888.3	unpolished	reference_genomes/NC_003888.3.fasta	unpolished_genomes/NC_003888.3.fasta	8667507	8660888	9859	99.886271536%	29.44	466	1387	8006	406	99.863121768%	28.64	9453	99.887091688%	29.47	3.42%	0.54798	8095	1764	92%	98.8%	9738	2406052	247.079	342480470	844622597	-17641797.492014	-5.113557	-0.281701	-0.271806	0.034665
NC_003902.1	unpolished	reference_genomes/NC_003902.1.fasta	unpolished_genomes/NC_003902.1.fasta	5076188	5075210	3002	99.940871338%	32.28	272	876	1854	208	99.904978140%	30.22	2794	99.942488597%	32.40	4.31%	0.62296	1954	1048	95%	99.1%	4810	1414107	293.993	200038427	496687309	-7524476.440730	-3.609349	-0.282016	-0.234964	0.049739
NC_003997.3	unpolished	reference_genomes/NC_003997.3.fasta	unpolished_genomes/NC_003997.3.fasta	5227293	5221865	7340	99.859605043%	28.53	282	815	6243	189	99.853241499%	28.33	7151	99.859765753%	28.53	2.46%	0.51137	6234	1106	94%	98.8%	7313	1406584	192.340	207136827	508429540	-11368744.286423	-5.768873	-0.281219	-0.184335	0.025985
NC_004113.1	unpolished	reference_genomes/NC_004113.1.fasta	unpolished_genomes/NC_004113.1.fasta	2593857	2589415	5401	99.791812259%	26.82	87	436	4878	268	99.833568284%	27.79	5133	99.789048957%	26.76	6.21%	0.44102	4877	524	92%	98.8%	4499	737080	163.832	101341725	251094100	-7106745.740368	-7.693637	-0.282612	-0.066257	-0.014982
NC_004116.1	unpolished	reference_genomes/NC_004116.1.fasta	unpolished_genomes/NC_004116.1.fasta	2160267	2158400	2652	99.877256147%	29.11	125	330	2197	100	99.892810822%	29.70	2552	99.876554198%	29.09	4.32%	0.46476	2223	429	95%	99.2%	2989	604180	202.134	83932930	210399472	-4549196.504310	-5.328206	-0.280600	-0.168803	-0.067659
NC_004307.2	unpolished	reference_genomes/NC_004307.2.fasta	unpolished_genomes/NC_004307.2.fasta	2256640	2255892	1636	99.927515106%	31.40	124	382	1130	90	99.881368220%	29.26	1546	99.929120187%	31.49	3.36%	0.62599	1158	478	94%	99.1%	2228	640622	287.532	88487790	220593429	-3578826.779200	-3.980119	-0.283603	-0.119968	-0.044762
NC_004337.2	unpolished	reference_genomes/NC_004337.2.fasta	unpolished_genomes/NC_004337.2.fasta	4607202	4604506	4449	99.903449410%	30.15	263	745	3441	708	99.867480253%	28.78	3741	99.908166730%	30.37	11.59%	0.59068	3491	958	89%	98.6%	5873	1297844	220.985	172175746	449696613	-8679767.057537	-4.529573	-0.283668	-0.057411	-0.222271
NC_004347.2	unpolished	reference_genomes/NC_004347.2.fasta	unpolished_genomes/NC_004347.2.fasta	4969811	4967256	4496	99.909548707%	30.44	301	820	3375	381	99.899471235%	29.98	4115	99.910380507%	30.48	7.62%	0.52869	3481	1015	94%	99.0%	6025	1381663	229.322	191429887	485225689	-8520274.724621	-4.405214	-0.282094	-0.056177	-0.095875
NC_004350.2	unpolished	reference_genomes/NC_004350.2.fasta	unpolished_genomes/NC_004350.2.fasta	2032925	2031142	2487	99.877682068%	29.13	102	301	2084	95	99.872753087%	28.95	2392	99.877869954%	29.13	3.67%	0.51026	2095	392	93%	98.7%	2685	556300	207.188	79727770	197997779	-4205998.622901	-5.319835	-0.280763	-0.176445	-0.025811
